frame,deviation_m,lane_center,vehicle_center,steering,throttle,speed_kph
138,0.0,320.0,320.0,0.0,0.05,9.951
139,0.0,320.0,320.0,0.0,0.05,9.928
140,0.425,254.931,320.0,-0.15,0.05,9.856
141,0.56,256.828,320.0,-0.3,0.05,9.702
142,0.531,267.724,320.0,-0.15,0.05,9.037
143,0.52,267.724,320.0,0.0,0.05,8.717
144,0.517,267.724,320.0,0.014,0.05,8.88
145,0.243,310.18,320.0,0.164,0.05,9.147
146,0.104,317.163,320.0,0.307,0.05,9.33
147,0.158,300.917,320.0,0.157,0.05,9.824
148,0.327,277.222,320.0,0.007,0.05,10.162
149,0.444,268.624,320.0,-0.143,0.05,10.0
150,0.475,270.557,320.0,-0.24,0.05,9.712
151,0.292,301.11,320.0,-0.09,0.05,8.927
152,0.076,323.993,320.0,0.06,0.05,8.82
153,-0.051,331.983,320.0,0.0,0.05,9.152
154,-0.12,335.59,320.0,0.021,0.05,9.083
155,-0.183,341.0,320.0,0.116,0.05,9.148
156,-0.242,345.856,320.0,0.173,0.05,9.42
157,-0.176,333.499,320.0,0.023,0.05,9.785
158,-0.037,316.263,320.0,-0.121,0.05,9.712
159,0.004,317.399,320.0,0.0,0.05,9.462
160,-0.049,327.513,320.0,0.0,0.05,9.465
161,-0.146,338.484,320.0,0.061,0.05,9.543
162,-0.177,338.521,320.0,0.063,0.05,9.699
163,-0.118,328.49,320.0,-0.087,0.05,9.89
164,-0.081,326.267,320.0,-0.018,0.05,9.57
165,-0.088,329.421,320.0,0.0,0.05,9.543
166,-0.055,324.059,320.0,0.0,0.05,9.611
167,-0.044,324.059,320.0,0.0,0.05,9.625
