frame,deviation_m,lane_center,vehicle_center,steering,throttle,speed_kph
117,-0.0,0.0,0.0,-0.0,0.05,0.0
118,-0.0,0.0,0.0,-0.0,0.05,0.0
119,-0.0,0.0,0.0,-0.0,0.05,0.0
120,-0.0,0.0,0.0,-0.0,0.05,0.0
121,-0.0,0.0,0.0,-0.0,0.05,0.001
122,-0.0,0.0,0.0,-0.0,0.05,0.001
123,-0.0,0.0,0.0,-0.0,0.05,0.0
124,-0.0,0.0,0.0,-0.0,0.05,0.0
125,-0.0,0.0,0.0,-0.0,0.05,0.001
126,-0.0,0.0,0.0,-0.0,0.05,0.0
127,-0.0,0.0,0.0,-0.0,0.05,0.0
128,-0.0,0.0,0.0,-0.0,0.05,0.001
129,-0.0,0.0,0.0,-0.0,0.05,0.001
130,-0.0,0.0,0.0,-0.0,0.05,0.0
131,-0.0,0.0,0.0,-0.0,0.05,0.001
132,-0.0,0.0,0.0,-0.0,0.05,0.0
133,-0.0,0.0,0.0,-0.0,0.05,0.0
134,-0.0,0.0,0.0,-0.0,0.05,0.0
135,-0.0,0.0,0.0,-0.0,0.05,0.0
136,-0.0,0.0,0.0,-0.0,0.05,0.0
137,-0.0,0.0,0.0,-0.0,0.05,0.0
138,-0.0,0.0,0.0,-0.0,0.05,0.0
139,-0.0,0.0,0.0,-0.0,0.05,0.001
140,-0.0,0.0,0.0,-0.0,0.05,0.0
141,-0.0,0.0,0.0,-0.0,0.05,0.001
142,-0.0,0.0,0.0,-0.0,0.05,0.0
143,-0.0,0.0,0.0,-0.0,0.05,0.001
144,-0.0,0.0,0.0,-0.0,0.05,0.0
145,-0.0,0.0,0.0,-0.0,0.05,0.0
146,-0.0,0.0,0.0,-0.0,0.05,0.0
147,-0.0,0.0,0.0,-0.0,0.05,0.0
148,-0.0,0.0,0.0,-0.0,0.05,0.0
149,-0.0,0.0,0.0,-0.0,0.05,0.0
150,-0.0,0.0,0.0,-0.0,0.05,0.0
151,-0.0,0.0,0.0,-0.0,0.05,0.0
152,-0.0,0.0,0.0,-0.0,0.05,0.0
153,-0.0,0.0,0.0,-0.0,0.05,0.001
154,-0.0,0.0,0.0,-0.0,0.05,0.0
155,-0.0,0.0,0.0,-0.0,0.05,0.0
156,-0.0,0.0,0.0,-0.0,0.05,0.0
157,-0.0,0.0,0.0,-0.0,0.05,0.0
158,-0.0,0.0,0.0,-0.0,0.05,0.001
159,-0.0,0.0,0.0,-0.0,0.05,0.0
160,-0.0,0.0,0.0,-0.0,0.05,0.0
161,-0.0,0.0,0.0,-0.0,0.05,0.0
162,-0.0,0.0,0.0,-0.0,0.05,0.0
163,-0.0,0.0,0.0,-0.0,0.05,0.0
164,-0.0,0.0,0.0,-0.0,0.05,0.0
165,-0.0,0.0,0.0,-0.0,0.05,0.0
166,-0.0,0.0,0.0,-0.0,0.05,0.0
167,-0.0,0.0,0.0,-0.0,0.05,0.001
168,-0.0,0.0,0.0,-0.0,0.05,0.0
169,-0.0,0.0,0.0,-0.0,0.05,0.001
170,-0.0,0.0,0.0,-0.0,0.05,0.0
171,-0.0,0.0,0.0,-0.0,0.05,0.0
172,-0.0,0.0,0.0,-0.0,0.05,0.0
173,-0.0,0.0,0.0,-0.0,0.05,0.0
174,-0.0,0.0,0.0,-0.0,0.05,0.001
175,-0.0,0.0,0.0,-0.0,0.05,0.0
176,-0.0,0.0,0.0,-0.0,0.05,0.0
177,-0.0,0.0,0.0,-0.0,0.05,0.0
178,-0.0,0.0,0.0,-0.0,0.05,0.0
179,-0.0,0.0,0.0,-0.0,0.05,0.001
180,-0.0,0.0,0.0,-0.0,0.05,0.0
181,-0.0,0.0,0.0,-0.0,0.05,0.0
182,-0.0,0.0,0.0,-0.0,0.05,0.001
183,-0.0,0.0,0.0,-0.0,0.05,0.0
184,-0.0,0.0,0.0,-0.0,0.05,0.0
185,-0.0,0.0,0.0,-0.0,0.05,0.001
186,-0.0,0.0,0.0,-0.0,0.05,0.0
187,-0.0,0.0,0.0,-0.0,0.05,0.0
188,-0.0,0.0,0.0,-0.0,0.05,0.0
189,-0.0,0.0,0.0,-0.0,0.05,0.0
190,-0.0,0.0,0.0,-0.0,0.05,0.0
191,-0.0,0.0,0.0,-0.0,0.05,0.0
192,-0.0,0.0,0.0,-0.0,0.05,0.001
193,-0.0,0.0,0.0,-0.0,0.05,0.0
194,-0.0,0.0,0.0,-0.0,0.05,0.0
195,-0.0,0.0,0.0,-0.0,0.05,0.0
196,-0.0,0.0,0.0,-0.0,0.05,0.001
197,-0.0,0.0,0.0,-0.0,0.05,0.0
198,-0.0,0.0,0.0,-0.0,0.05,0.0
199,-0.0,0.0,0.0,-0.0,0.05,0.001
200,-0.0,0.0,0.0,-0.0,0.05,0.0
201,-0.0,0.0,0.0,-0.0,0.05,0.0
202,-0.0,0.0,0.0,-0.0,0.05,0.0
203,-0.0,0.0,0.0,-0.0,0.05,0.001
204,-0.0,0.0,0.0,-0.0,0.05,0.0
205,-0.0,0.0,0.0,-0.0,0.05,0.0
206,-0.0,0.0,0.0,-0.0,0.05,0.0
207,-0.0,0.0,0.0,-0.0,0.05,0.001
208,-0.0,0.0,0.0,-0.0,0.05,0.0
209,-0.0,0.0,0.0,-0.0,0.05,0.0
210,-0.0,0.0,0.0,-0.0,0.05,0.0
211,-0.0,0.0,0.0,-0.0,0.05,0.0
212,-0.0,0.0,0.0,-0.0,0.05,0.0
213,-0.0,0.0,0.0,-0.0,0.05,0.0
214,-0.0,0.0,0.0,-0.0,0.05,0.001
215,-0.0,0.0,0.0,-0.0,0.05,0.001
216,-0.0,0.0,0.0,-0.0,0.05,0.0
217,-0.0,0.0,0.0,-0.0,0.05,0.001
218,-0.0,0.0,0.0,-0.0,0.05,0.0
219,-0.0,0.0,0.0,-0.0,0.05,0.0
220,-0.0,0.0,0.0,-0.0,0.05,0.0
221,-0.0,0.0,0.0,-0.0,0.05,0.0
222,-0.0,0.0,0.0,-0.0,0.05,0.0
223,-0.0,0.0,0.0,-0.0,0.05,0.0
224,-0.0,0.0,0.0,-0.0,0.05,0.0
225,-0.0,0.0,0.0,-0.0,0.05,0.0
226,-0.0,0.0,0.0,-0.0,0.05,0.0
227,-0.0,0.0,0.0,-0.0,0.05,0.001
228,-0.0,0.0,0.0,-0.0,0.05,0.001
229,-0.0,0.0,0.0,-0.0,0.05,0.0
230,-0.0,0.0,0.0,-0.0,0.05,0.001
231,-0.0,0.0,0.0,-0.0,0.05,0.0
232,-0.0,0.0,0.0,-0.0,0.05,0.0
233,-0.0,0.0,0.0,-0.0,0.05,0.001
234,-0.0,0.0,0.0,-0.0,0.05,0.0
235,-0.0,0.0,0.0,-0.0,0.05,0.0
236,-0.0,0.0,0.0,-0.0,0.05,0.0
237,-0.0,0.0,0.0,-0.0,0.05,0.0
238,-0.0,0.0,0.0,-0.0,0.05,0.0
239,-0.0,0.0,0.0,-0.0,0.05,0.0
240,-0.0,0.0,0.0,-0.0,0.05,0.0
241,-0.0,0.0,0.0,-0.0,0.05,0.0
242,-0.0,0.0,0.0,-0.0,0.05,0.0
243,-0.0,0.0,0.0,-0.0,0.05,0.0
