frame,deviation_m,lane_center,vehicle_center,steering,throttle,speed_kph
0,-0.221,336.913,320.0,0.15,0.05,0.003
1,-0.229,337.845,320.0,0.176,0.05,0.488
2,-0.243,338.278,320.0,0.265,0.05,1.209
3,-0.225,334.959,320.0,0.115,0.05,2.075
4,-0.156,328.026,320.0,-0.035,0.05,2.959
5,0.0,324.273,320.0,-0.185,0.05,3.626
6,0.0,326.883,320.0,-0.035,0.05,4.218
7,-0.178,335.485,320.0,0.115,0.05,4.744
8,-0.205,335.196,320.0,0.265,0.05,5.296
9,0.0,327.367,320.0,0.115,0.05,5.871
10,0.0,308.859,320.0,0.0,0.05,6.284
11,0.277,292.357,320.0,-0.15,0.05,6.572
12,0.376,290.485,320.0,-0.3,0.05,6.783
13,0.307,301.211,320.0,-0.15,0.05,6.584
14,0.0,322.426,320.0,0.0,0.05,6.747
15,-0.152,340.163,320.0,0.15,0.05,7.054
16,-0.231,340.21,320.0,0.3,0.05,7.469
17,-0.153,328.381,320.0,0.15,0.05,7.983
18,0.0,301.332,320.0,0.0,0.05,8.277
19,0.333,285.33,320.0,-0.15,0.05,8.265
20,0.437,282.914,320.0,-0.3,0.05,8.173
21,0.291,304.165,320.0,-0.15,0.05,7.759
22,0.0,332.191,320.0,0.0,0.05,7.685
23,-0.254,348.952,320.0,0.15,0.05,8.007
24,-0.332,347.409,320.0,0.3,0.05,8.283
25,-0.23,333.095,320.0,0.15,0.05,8.833
26,0.0,305.0,320.0,0.0,0.05,9.071
27,0.319,286.0,320.0,-0.15,0.05,8.951
28,0.421,284.895,320.0,-0.3,0.05,8.789
29,0.325,299.745,320.0,-0.15,0.05,8.331
30,0.0,331.957,320.0,0.0,0.05,8.224
31,-0.325,357.734,320.0,0.15,0.05,8.402
32,-0.444,357.871,320.0,0.3,0.05,8.734
33,-0.345,341.806,320.0,0.15,0.05,9.247
34,0.0,312.438,320.0,0.0,0.05,9.517
35,0.215,293.603,320.0,-0.15,0.05,9.375
36,0.314,292.862,320.0,-0.3,0.05,9.15
37,0.212,308.448,320.0,-0.15,0.05,8.679
38,0.0,341.644,320.0,0.0,0.05,8.488
39,-0.405,361.324,320.0,0.15,0.05,8.707
40,-0.511,361.932,320.0,0.3,0.05,9.043
41,-0.243,327.358,320.0,0.15,0.05,9.784
42,0.0,293.621,320.0,0.0,0.05,9.98
43,0.482,271.795,320.0,-0.15,0.05,9.787
44,0.605,271.008,320.0,-0.3,0.05,9.729
45,0.52,285.339,320.0,-0.15,0.05,9.161
46,0.24,313.45,320.0,0.0,0.05,8.894
47,0.0,333.187,320.0,0.15,0.05,9.141
48,0.0,333.351,320.0,0.0,0.05,9.418
49,0.0,322.448,320.0,0.0,0.05,9.422
50,0.0,322.325,320.0,0.0,0.05,9.372
51,0.0,320.593,320.0,0.0,0.05,9.395
52,0.0,321.498,320.0,0.0,0.05,9.415
53,0.0,321.152,320.0,0.0,0.05,9.416
54,0.0,321.942,320.0,0.0,0.05,9.479
55,0.0,321.828,320.0,0.0,0.05,9.457
56,0.0,321.845,320.0,0.0,0.05,9.518
57,0.0,321.642,320.0,0.0,0.05,9.497
58,0.0,322.412,320.0,0.0,0.05,9.543
59,0.0,322.665,320.0,0.0,0.05,9.548
60,0.0,322.677,320.0,0.0,0.05,9.518
61,0.0,322.345,320.0,0.0,0.05,9.518
62,0.0,322.8,320.0,0.0,0.05,9.575
63,0.0,323.777,320.0,0.0,0.05,9.533
64,0.0,323.902,320.0,0.0,0.05,9.57
65,0.0,323.745,320.0,0.0,0.05,9.577
66,0.0,323.527,320.0,0.0,0.05,9.581
67,0.0,324.492,320.0,0.0,0.05,9.603
68,0.0,325.102,320.0,0.0,0.05,9.58
69,0.0,326.301,320.0,0.0,0.05,9.649
70,0.0,325.912,320.0,0.0,0.05,9.638
71,0.0,325.322,320.0,0.0,0.05,9.64
72,0.0,325.964,320.0,0.0,0.05,9.67
73,0.0,326.814,320.0,0.0,0.05,9.591
74,0.0,326.848,320.0,0.0,0.05,9.592
75,0.0,326.923,320.0,0.0,0.05,9.659
76,0.0,328.214,320.0,0.0,0.05,9.694
77,0.0,328.819,320.0,0.0,0.05,9.629
78,0.0,329.246,320.0,0.0,0.05,9.674
79,0.0,329.323,320.0,0.0,0.05,9.639
80,0.0,329.894,320.0,0.0,0.05,9.677
81,0.0,331.476,320.0,0.0,0.05,9.637
82,-0.155,331.599,320.0,0.15,0.05,9.664
83,0.0,329.775,320.0,0.0,0.05,9.875
84,0.0,317.761,320.0,0.0,0.05,9.864
85,0.0,317.951,320.0,0.0,0.05,9.846
86,0.0,316.839,320.0,0.0,0.05,9.825
87,0.0,316.349,320.0,0.0,0.05,9.845
88,0.0,316.008,320.0,0.0,0.05,9.866
89,0.0,315.658,320.0,0.0,0.05,9.864
90,0.0,314.364,320.0,0.0,0.05,9.881
91,0.0,314.813,320.0,0.0,0.05,9.9
92,0.0,315.205,320.0,0.0,0.05,9.8
93,0.0,312.662,320.0,0.0,0.05,9.857
94,0.0,313.517,320.0,0.0,0.05,9.914
95,0.0,313.455,320.0,0.0,0.05,9.825
96,0.0,312.778,320.0,0.0,0.05,9.863
97,0.0,312.6,320.0,0.0,0.05,9.934
98,0.0,312.685,320.0,0.0,0.05,9.851
99,0.0,311.577,320.0,0.0,0.05,9.88
100,0.0,312.077,320.0,0.0,0.05,9.929
101,0.0,311.345,320.0,0.0,0.05,9.885
102,0.0,312.274,320.0,0.0,0.05,9.889
103,0.0,312.297,320.0,0.0,0.05,9.846
104,0.0,311.344,320.0,0.0,0.05,9.891
105,0.0,310.762,320.0,0.0,0.05,9.932
106,0.0,309.017,320.0,0.0,0.05,9.828
107,0.0,311.096,320.0,0.0,0.05,9.905
108,0.0,309.068,320.0,0.0,0.05,9.894
109,0.0,309.936,320.0,0.0,0.05,9.905
110,0.151,308.27,320.0,-0.15,0.05,9.902
111,0.0,312.504,320.0,0.0,0.05,9.719
112,0.0,322.749,320.0,0.0,0.05,9.592
113,0.0,325.694,320.0,0.0,0.05,9.739
114,0.0,326.187,320.0,0.0,0.05,9.755
115,0.0,325.495,320.0,0.0,0.05,9.667
116,0.0,326.877,320.0,0.0,0.05,9.751
117,0.0,326.768,320.0,0.0,0.05,9.675
118,0.0,329.712,320.0,0.0,0.05,9.725
119,0.0,329.516,320.0,0.0,0.05,9.738
120,0.0,331.998,320.0,0.0,0.05,9.71
121,-0.164,333.459,320.0,0.15,0.05,9.701
122,-0.17,333.52,320.0,0.128,0.05,9.94
123,0.0,314.734,320.0,-0.022,0.05,10.269
124,0.175,298.687,320.0,-0.172,0.05,10.104
125,0.208,302.681,320.0,-0.322,0.05,9.766
126,0.0,323.699,320.0,-0.172,0.05,9.087
127,0.0,323.699,320.0,-0.022,0.05,8.819
128,0.0,323.699,320.0,0.0,0.05,8.949
129,0.0,323.699,320.0,0.0,0.05,9.097
130,0.0,323.699,320.0,0.0,0.05,8.997
131,0.0,323.699,320.0,0.0,0.05,9.078
132,0.0,323.699,320.0,0.0,0.05,9.113
133,0.0,323.699,320.0,0.0,0.05,9.024
134,0.0,323.699,320.0,0.0,0.05,9.076
135,0.0,320.0,320.0,0.0,0.05,9.1
136,0.0,0.0,0.0,0.0,0.05,9.116
137,0.0,320.0,320.0,0.0,0.05,9.078
138,0.0,0.0,0.0,0.0,0.05,9.101
139,0.0,320.0,320.0,0.0,0.05,9.129
140,0.0,320.0,320.0,0.0,0.05,9.073
141,0.0,320.0,320.0,0.0,0.05,9.149
142,0.0,320.0,320.0,0.0,0.05,9.066
143,0.0,320.0,320.0,0.0,0.05,9.09
144,0.0,320.0,320.0,0.0,0.05,9.144
145,0.0,320.0,320.0,0.0,0.05,9.1
146,0.0,320.0,320.0,0.0,0.05,9.107
147,0.0,320.0,320.0,0.0,0.05,9.11
