frame,deviation_m,lane_center,vehicle_center,steering,throttle,speed_kph
44,-0.135,329.889,320.0,0.066,0.05,8.89
45,-0.271,340.043,320.0,0.216,0.05,9.211
46,-0.127,329.347,320.0,0.066,0.05,9.598
47,0.168,307.644,320.0,-0.084,0.05,9.747
48,0.264,300.594,320.0,-0.234,0.05,9.5
49,0.107,312.101,320.0,-0.084,0.05,9.027
50,-0.248,338.253,320.0,0.066,0.05,8.951
51,-0.248,338.253,320.0,0.04,0.05,9.079
52,-0.394,348.855,320.0,0.19,0.05,9.338
53,-0.295,341.613,320.0,0.04,0.05,9.539
54,-0.071,325.222,320.0,-0.11,0.05,9.628
55,-0.014,321.01,320.0,-0.26,0.05,9.383
56,-0.206,335.186,320.0,-0.11,0.05,8.867
57,-0.206,335.186,320.0,0.033,0.05,8.707
58,-0.206,335.186,320.0,0.033,0.05,9.008
59,-0.206,335.186,320.0,0.033,0.05,9.152
60,-0.206,335.186,320.0,0.033,0.05,9.114
61,-0.206,335.186,320.0,0.033,0.05,9.225
62,-0.206,335.186,320.0,0.033,0.05,9.341
63,-0.609,364.269,320.0,0.183,0.05,9.388
64,-0.527,358.37,320.0,0.033,0.05,9.706
65,-0.303,342.031,320.0,-0.117,0.05,9.711
66,-0.26,338.986,320.0,-0.267,0.05,9.541
67,-0.464,354.295,320.0,-0.117,0.05,8.928
68,-0.464,354.295,320.0,0.033,0.05,8.776
69,-0.464,354.295,320.0,0.074,0.05,8.998
70,-0.464,354.295,320.0,0.074,0.05,9.294
71,-0.464,354.295,320.0,0.074,0.05,9.466
72,-0.75,374.811,320.0,0.224,0.05,9.627
73,-0.555,360.629,320.0,0.074,0.05,9.972
74,-0.236,337.336,320.0,-0.076,0.05,10.091
75,-0.117,328.555,320.0,-0.226,0.05,9.878
76,-0.256,338.842,320.0,-0.076,0.05,9.419
77,-0.569,362.084,320.0,0.074,0.05,9.275
78,-0.671,369.304,320.0,0.224,0.05,9.59
79,-0.539,359.471,320.0,0.074,0.05,9.959
80,-0.224,336.283,320.0,-0.076,0.05,10.148
81,-0.006,320.442,320.0,-0.226,0.05,9.971
82,-0.123,328.982,320.0,-0.076,0.05,9.508
83,-0.433,351.85,320.0,0.074,0.05,9.352
84,-0.539,359.922,320.0,0.224,0.05,9.688
85,-0.395,349.305,320.0,0.074,0.05,10.009
86,-0.083,326.146,320.0,-0.076,0.05,10.186
87,0.051,316.277,320.0,-0.226,0.05,9.956
88,-0.077,325.61,320.0,-0.076,0.05,9.493
89,-0.382,348.108,320.0,0.074,0.05,9.38
90,-0.519,358.007,320.0,0.224,0.05,9.575
91,-0.331,344.339,320.0,0.074,0.05,10.096
92,0.055,315.968,320.0,-0.076,0.05,10.24
93,0.169,307.5,320.0,-0.226,0.05,10.031
94,0.04,317.041,320.0,-0.076,0.05,9.567
95,-0.265,339.757,320.0,0.074,0.05,9.478
96,-0.376,347.9,320.0,0.224,0.05,9.658
97,-0.227,337.066,320.0,0.074,0.05,10.174
98,0.116,311.396,320.0,-0.076,0.05,10.238
99,0.242,302.06,320.0,-0.226,0.05,10.03
100,0.09,313.334,320.0,-0.076,0.05,9.555
101,-0.372,347.672,320.0,0.074,0.05,9.329
102,-0.5,357.277,320.0,0.224,0.05,9.532
103,-0.375,348.609,320.0,0.074,0.05,10.013
104,-0.072,325.497,320.0,-0.076,0.05,10.137
105,0.04,317.001,320.0,-0.226,0.05,9.844
106,-0.1,327.455,320.0,-0.076,0.05,9.433
107,-0.398,349.9,320.0,0.074,0.05,9.341
108,-0.398,349.9,320.0,0.064,0.05,9.5
109,-0.436,352.722,320.0,0.214,0.05,9.739
110,-0.274,340.641,320.0,0.064,0.05,10.018
111,0.091,313.04,320.0,-0.086,0.05,10.264
112,0.193,305.474,320.0,-0.236,0.05,9.976
113,0.049,316.331,320.0,-0.086,0.05,9.488
114,-0.325,345.025,320.0,0.064,0.05,9.375
115,-0.447,353.888,320.0,0.214,0.05,9.665
116,-0.31,343.62,320.0,0.064,0.05,10.061
117,-0.023,321.772,320.0,-0.086,0.05,10.143
118,0.074,314.374,320.0,-0.236,0.05,9.879
119,-0.083,326.324,320.0,-0.086,0.05,9.262
120,-0.083,326.324,320.0,0.014,0.05,9.174
121,-0.083,326.324,320.0,0.014,0.05,9.352
122,-0.083,326.324,320.0,0.014,0.05,9.353
123,-0.083,326.324,320.0,0.014,0.05,9.422
124,-0.083,326.324,320.0,0.014,0.05,9.489
125,-0.083,326.324,320.0,0.014,0.05,9.449
126,-0.083,326.324,320.0,0.014,0.05,9.513
127,-0.083,326.324,320.0,0.014,0.05,9.534
128,0.0,320.0,320.0,-0.136,0.05,9.561
129,0.0,0.0,0.0,0.0,0.05,9.336
130,0.0,320.0,320.0,0.0,0.05,9.325
131,0.0,0.0,0.0,0.0,0.05,9.413
132,0.0,320.0,320.0,0.0,0.05,9.361
133,0.0,320.0,320.0,0.0,0.05,9.417
134,0.0,320.0,320.0,0.0,0.05,9.434
135,0.0,320.0,320.0,0.0,0.05,9.473
136,0.0,320.0,320.0,0.0,0.05,9.389
137,0.0,320.0,320.0,0.0,0.05,9.481
138,0.0,320.0,320.0,0.0,0.05,9.439
139,0.0,320.0,320.0,0.0,0.05,9.417
140,0.0,320.0,320.0,0.0,0.05,9.471
141,0.0,320.0,320.0,0.0,0.05,9.408
142,0.0,320.0,320.0,0.0,0.05,9.427
143,0.0,320.0,320.0,0.0,0.05,9.45
144,0.0,320.0,320.0,0.0,0.05,9.412
145,0.0,320.0,320.0,0.0,0.05,9.434
146,-0.144,339.544,320.0,0.15,0.05,9.503
